month	day	hour	DEWP	TEMP	PRES	Iws	Ir	pm2.5
0.727272727	0.566666667	0.608695652	0.779411765	0.590163934	0.418181818	0.002371514	0	0.003018109
0.818181818	0.033333333	0.695652174	0.691176471	0.62295082	0.381818182	0.137653971	0	0.003018109
0.909090909	0.4	0.260869565	0.382352941	0.37704918	0.618181818	0.192269574	0	0.003018109
0	0.933333333	0	0.25	0.196721311	0.836363636	0.162979612	0	0.003018109
0.181818182	0.766666667	0.956521739	0.308823529	0.426229508	0.690909091	0.377389211	0	0.003018109
0.272727273	0.566666667	0.391304348	0.426470588	0.557377049	0.490909091	0.039554722	0	0.003018109
0.636363636	0.566666667	0.173913043	0.867647059	0.655737705	0.327272727	0.000778706	0	0.003018109
0.727272727	0.266666667	0.47826087	0.705882353	0.672131148	0.545454545	0.007910944	0	0.003018109
0.818181818	0.433333333	0.391304348	0.602941176	0.573770492	0.381818182	0.035608099	0	0.003018109
0.818181818	0.5	0.739130435	0.558823529	0.62295082	0.418181818	0.105974798	0	0.003018109
0.909090909	0.6	0.304347826	0.455882353	0.360655738	0.563636364	0.060137335	0	0.003018109
0.181818182	0.9	0.173913043	0.470588235	0.459016393	0.618181818	0.034793997	0	0.003018109
0.454545455	0.366666667	0.52173913	0.705882353	0.786885246	0.090909091	0.006318137	0	0.003018109
0.454545455	0.366666667	0.782608696	0.705882353	0.786885246	0.109090909	0.005539431	0	0.003018109
0.636363636	0.666666667	0.565217391	0.691176471	0.754098361	0.418181818	0.004743027	0	0.003018109
0.727272727	0.9	0	0.632352941	0.573770492	0.490909091	0.077516636	0	0.003018109
0.727272727	0.9	0.043478261	0.617647059	0.573770492	0.490909091	0.093338525	0	0.003018109
0.727272727	0.9	0.086956522	0.617647059	0.573770492	0.490909091	0.107585304	0	0.003018109
0.727272727	0.9	0.391304348	0.514705882	0.62295082	0.527272727	0.228656378	0	0.003018109
0.727272727	0.9	0.826086957	0.514705882	0.62295082	0.472727273	0.396379017	0	0.003018109
0.727272727	0.9	1	0.529411765	0.606557377	0.509090909	0.436730143	0	0.003018109
0.727272727	0.966666667	0.695652174	0.588235294	0.737704918	0.436363636	0.002371514	0	0.003018109
0.909090909	0.3	0.086956522	0.132352941	0.344262295	0.781818182	0.160555005	0	0.003018109
0.909090909	0.3	0.173913043	0.147058824	0.327868852	0.763636364	0.194587994	0	0.003018109
0.909090909	0.3	0.217391304	0.176470588	0.31147541	0.763636364	0.204870452	0	0.003018109
0.909090909	0.866666667	0.130434783	0.279411765	0.245901639	0.618181818	0.236531927	0	0.003018109
0.909090909	0.866666667	0.391304348	0.205882353	0.262295082	0.672727273	0.349656661	0	0.003018109
0.090909091	0.1	0	0.117647059	0.229508197	0.690909091	0.011078862	0	0.003018109
0.181818182	0.1	0.260869565	0.470588235	0.295081967	0.618181818	0.004743027	0	0.003018109
0.454545455	0.2	0.47826087	0.720588235	0.737704918	0.254545455	0.058544528	0	0.003018109
0.454545455	0.2	0.52173913	0.720588235	0.754098361	0.254545455	0.067251876	0	0.003018109
0.636363636	0.166666667	0.608695652	0.75	0.852459016	0.272727273	0.030847374	0	0.003018109
0.636363636	0.766666667	0.347826087	0.867647059	0.704918033	0.309090909	0.006318137	0	0.003018109
0.727272727	0.233333333	0.304347826	0.705882353	0.639344262	0.381818182	0.015821889	0	0.003018109
0.727272727	0.233333333	0.347826087	0.705882353	0.68852459	0.381818182	0.022936429	0	0.003018109
0.727272727	0.233333333	0.47826087	0.676470588	0.770491803	0.363636364	0.006318137	0	0.003018109
0.727272727	0.233333333	0.52173913	0.676470588	0.786885246	0.363636364	0.011857568	0	0.003018109
0.727272727	0.466666667	0.565217391	0.588235294	0.770491803	0.490909091	0.002371514	0	0.003018109
0.818181818	0.366666667	0.391304348	0.602941176	0.557377049	0.763636364	0.004743027	0	0.003018109
0.818181818	0.366666667	0.52173913	0.544117647	0.606557377	0.745454545	0.026104347	0	0.003018109
0.818181818	0.4	0.086956522	0.544117647	0.409836066	0.727272727	0.084666572	0	0.003018109
0.818181818	0.4	0.130434783	0.529411765	0.393442623	0.709090909	0.08783449	0	0.003018109
0.909090909	0.033333333	0.217391304	0.426470588	0.459016393	0.581818182	0.244442871	0	0.003018109
0.909090909	0.166666667	0.130434783	0.485294118	0.37704918	0.636363636	0.019768512	0	0.003018109
0.909090909	0.166666667	0.608695652	0.352941176	0.491803279	0.690909091	0.090984709	0	0.003018109
0.909090909	0.366666667	0.173913043	0.367647059	0.37704918	0.581818182	0.292740337	0	0.003018109
0.909090909	0.366666667	0.217391304	0.352941176	0.393442623	0.581818182	0.306987116	0	0.003018109
0.909090909	0.366666667	0.695652174	0.308823529	0.442622951	0.618181818	0.503185615	0	0.003018109
0.363636364	0.333333333	0.260869565	0.632352941	0.508196721	0.436363636	0.323552315	0	0.004024145
0.545454545	0.166666667	0.47826087	0.676470588	0.93442623	0.2	0.002371514	0	0.004024145
0.636363636	0.7	0.130434783	0.823529412	0.62295082	0.4	0.013432677	0	0.004024145
0.727272727	0.666666667	0.173913043	0.764705882	0.524590164	0.454545455	0.09809925	0.277777778	0.004024145
0.818181818	0.333333333	0.173913043	0.720588235	0.540983607	0.4	0.067234178	0	0.004024145
0.818181818	0.333333333	0.391304348	0.705882353	0.557377049	0.490909091	0.013450375	0	0.004024145
0.818181818	0.333333333	0.52173913	0.661764706	0.606557377	0.490909091	0.007910944	0	0.004024145
0.818181818	0.833333333	0.130434783	0.397058824	0.344262295	0.890909091	0.016618293	0	0.004024145
0.818181818	0.833333333	0.217391304	0.441176471	0.31147541	0.927272727	0.028493558	0	0.004024145
0.818181818	0.833333333	0.260869565	0.441176471	0.31147541	0.927272727	0.031661475	0	0.004024145
0	0.933333333	0.173913043	0.220588235	0.131147541	0.836363636	0.197791307	0	0.004024145
0.181818182	0.766666667	0.913043478	0.308823529	0.442622951	0.672727273	0.367106754	0	0.004024145
0.181818182	0.766666667	1	0.308823529	0.426229508	0.690909091	0.38609656	0	0.004024145
0.272727273	0.566666667	0.217391304	0.470588235	0.426229508	0.472727273	0.002371514	0	0.004024145
0.272727273	0.566666667	0.347826087	0.397058824	0.540983607	0.490909091	0.022157723	0	0.004024145
0.636363636	0.5	0.652173913	0.838235294	0.836065574	0.218181818	0.004743027	0	0.004024145
0.636363636	0.5	0.695652174	0.838235294	0.836065574	0.218181818	0.007910944	0	0.004024145
0.727272727	0.533333333	0.608695652	0.558823529	0.655737705	0.509090909	0.027679456	0	0.004024145
0.818181818	0	0.52173913	0.529411765	0.672131148	0.618181818	0.052226391	0	0.004024145
0.818181818	0.433333333	0.347826087	0.617647059	0.557377049	0.381818182	0.025325641	0	0.004024145
0.818181818	0.5	0.695652174	0.544117647	0.655737705	0.4	0.09726745	0	0.004024145
0.090909091	0.3	0.043478261	0.264705882	0.262295082	0.690909091	0.064101657	0	0.004024145
0.090909091	0.5	0	0.294117647	0.262295082	0.727272727	0.034793997	0	0.004024145
0.181818182	0.333333333	0	0.308823529	0.262295082	0.8	0.291908537	0	0.004024145
0.272727273	0.8	0.826086957	0.5	0.573770492	0.309090909	0.346471046	0	0.004024145
0.454545455	0.366666667	0.47826087	0.705882353	0.770491803	0.090909091	0.004743027	0	0.004024145
0.454545455	0.366666667	0.565217391	0.691176471	0.786885246	0.090909091	0.004743027	0	0.004024145
0.454545455	0.466666667	0.47826087	0.735294118	0.737704918	0.290909091	0.007910944	0	0.004024145
0.727272727	0.9	0.217391304	0.588235294	0.557377049	0.490909091	0.15190075	0	0.004024145
0.727272727	0.9	0.347826087	0.529411765	0.606557377	0.509090909	0.208870168	0	0.004024145
0.727272727	0.9	0.47826087	0.485294118	0.672131148	0.509090909	0.263450375	0	0.004024145
0.727272727	0.9	0.52173913	0.485294118	0.672131148	0.490909091	0.283236585	0	0.004024145
0.727272727	0.933333333	0.652173913	0.558823529	0.721311475	0.436363636	0.000778706	0	0.004024145
0.727272727	0.966666667	0.043478261	0.691176471	0.508196721	0.509090909	0.002371514	0	0.004024145
0.727272727	0.966666667	0.652173913	0.588235294	0.721311475	0.436363636	0.002371514	0	0.004024145
0.727272727	0.966666667	0.739130435	0.632352941	0.704918033	0.418181818	0.005539431	0	0.004024145
0.818181818	0.533333333	0.130434783	0.588235294	0.344262295	0.581818182	0.003928925	0	0.004024145
0.181818182	0	0.173913043	0.220588235	0.278688525	0.709090909	0.367850064	0	0.004024145
0.181818182	0.1	0.130434783	0.397058824	0.37704918	0.581818182	0.045872859	0	0.004024145
0.272727273	0.433333333	0.260869565	0.367647059	0.393442623	0.418181818	0.011857568	0	0.004024145
0.272727273	0.566666667	0.608695652	0.323529412	0.540983607	0.563636364	0.009486054	0	0.004024145
0.272727273	0.766666667	1	0.529411765	0.540983607	0.4	0.045076455	0	0.004024145
0.909090909	0.3	0.130434783	0.147058824	0.327868852	0.781818182	0.180341215	0	0.004024145
0.909090909	0.9	0.130434783	0.176470588	0.245901639	0.672727273	0.611514229	0	0.004024145
0.909090909	0.9	0.173913043	0.176470588	0.245901639	0.672727273	0.620221577	0	0.004024145
0.909090909	0.9	0.217391304	0.191176471	0.262295082	0.654545455	0.632875549	0	0.004024145
0.090909091	0.066666667	0.434782609	0.117647059	0.295081967	0.690909091	0.09652414	0	0.004024145
0.090909091	0.066666667	0.47826087	0.102941176	0.31147541	0.690909091	0.110770919	0	0.004024145
0.090909091	0.066666667	0.652173913	0.014705882	0.344262295	0.618181818	0.169333145	0	0.004024145
0.181818182	0.1	0.304347826	0.441176471	0.295081967	0.636363636	0.007910944	0	0.004024145
0.272727273	0.133333333	0.565217391	0.338235294	0.606557377	0.563636364	0.002371514	0	0.004024145
0.454545455	0.2	0.434782609	0.735294118	0.737704918	0.254545455	0.04983718	0	0.004024145
0.454545455	0.866666667	0.260869565	0.838235294	0.68852459	0.290909091	0.002371514	0	0.004024145
0.454545455	0.866666667	0.304347826	0.823529412	0.754098361	0.309090909	0.005539431	0	0.004024145
0.636363636	0.1	0.695652174	0.867647059	0.672131148	0.272727273	0.007910944	0	0.004024145
0.636363636	0.1	0.826086957	0.852941176	0.68852459	0.272727273	0.002371514	0	0.004024145
0.636363636	0.1	0.956521739	0.852941176	0.655737705	0.290909091	0.011078862	0	0.004024145
0.636363636	0.1	1	0.852941176	0.655737705	0.272727273	0.014246779	0	0.004024145
0.636363636	0.166666667	0.739130435	0.75	0.852459016	0.272727273	0.005539431	0	0.004024145
0.636363636	0.766666667	0.52173913	0.75	0.803278689	0.290909091	0.000778706	0	0.004024145
0.727272727	0.233333333	0.565217391	0.676470588	0.786885246	0.345454545	0.002371514	0	0.004024145
0.727272727	0.233333333	0.695652174	0.691176471	0.786885246	0.309090909	0.002371514	0	0.004024145
0.727272727	0.466666667	0.52173913	0.573529412	0.737704918	0.509090909	0.018972108	0	0.004024145
0.818181818	0.366666667	0.347826087	0.558823529	0.557377049	0.745454545	0.034811695	0	0.004024145
0.818181818	0.366666667	0.434782609	0.544117647	0.573770492	0.763636364	0.011857568	0	0.004024145
0.818181818	0.366666667	0.695652174	0.573529412	0.573770492	0.709090909	0.023732833	0	0.004024145
0.909090909	0.166666667	0	0.485294118	0.426229508	0.618181818	0.006318137	0	0.004024145
0.909090909	0.166666667	0.086956522	0.470588235	0.426229508	0.636363636	0.016600595	0	0.004024145
0.909090909	0.166666667	0.565217391	0.382352941	0.491803279	0.709090909	0.080702251	0	0.004024145
0.909090909	0.166666667	0.652173913	0.367647059	0.508196721	0.690909091	0.09809925	0	0.004024145
0.909090909	0.366666667	0.304347826	0.323529412	0.360655738	0.6	0.338630893	0	0.004024145
0.909090909	0.366666667	0.347826087	0.308823529	0.37704918	0.636363636	0.358417103	0	0.004024145
0.909090909	0.366666667	0.565217391	0.279411765	0.442622951	0.636363636	0.46283449	0	0.004024145
1	0.633333333	1	0.308823529	0.262295082	0.745454545	0.551394592	0	0.004024145
1	0.666666667	0	0.294117647	0.262295082	0.745454545	0.56879159	0	0.004024145
0.181818182	0.266666667	0	0.367647059	0.229508197	0.927272727	0.080702251	0	0.005030181
0.272727273	0.833333333	0.086956522	0.588235294	0.426229508	0.454545455	0.015025485	0	0.005030181
0.363636364	0.333333333	0.130434783	0.588235294	0.540983607	0.418181818	0.303766105	0	0.005030181
0.363636364	0.333333333	0.173913043	0.588235294	0.524590164	0.418181818	0.312473453	0	0.005030181
0.363636364	0.333333333	0.217391304	0.588235294	0.475409836	0.418181818	0.318012884	0	0.005030181
0.727272727	0.566666667	0.304347826	0.764705882	0.524590164	0.436363636	0.008707348	0.972222222	0.005030181
0.727272727	0.566666667	0.391304348	0.764705882	0.540983607	0.436363636	0.01978621	0	0.005030181
0.818181818	0.033333333	0.739130435	0.705882353	0.606557377	0.381818182	0.15347586	0	0.005030181
0.818181818	0.066666667	0.739130435	0.617647059	0.672131148	0.454545455	0.434323234	0	0.005030181
0.818181818	0.333333333	0.130434783	0.75	0.524590164	0.4	0.05695172	0	0.005030181
0.818181818	0.333333333	0.47826087	0.676470588	0.590163934	0.490909091	0.029272264	0	0.005030181
0.818181818	0.433333333	0.217391304	0.588235294	0.491803279	0.527272727	0.013450375	0	0.005030181
0.818181818	0.833333333	0.304347826	0.485294118	0.295081967	0.927272727	0.037200906	0	0.005030181
0.909090909	0.4	0.304347826	0.382352941	0.360655738	0.636363636	0.208091463	0	0.005030181
0.272727273	0.033333333	0.826086957	0.485294118	0.491803279	0.618181818	0.017396998	0	0.005030181
0.272727273	0.033333333	0.913043478	0.558823529	0.459016393	0.636363636	0.033218887	0	0.005030181
0.272727273	0.033333333	0.956521739	0.558823529	0.459016393	0.636363636	0.040333428	0	0.005030181
0.272727273	0.566666667	0.434782609	0.411764706	0.573770492	0.490909091	0.016600595	0	0.005030181
0.363636364	0.6	0.217391304	0.632352941	0.590163934	0.363636364	0.16531573	0	0.005030181
0.636363636	0.566666667	0.260869565	0.867647059	0.639344262	0.345454545	0.000778706	0	0.005030181
0.727272727	0.266666667	0.260869565	0.779411765	0.540983607	0.509090909	0.020564916	0	0.005030181
0.727272727	0.533333333	0.217391304	0.617647059	0.573770492	0.509090909	0.006318137	0	0.005030181
0.727272727	0.566666667	0.52173913	0.588235294	0.62295082	0.654545455	0.027661758	0	0.005030181
0.818181818	0.433333333	0.52173913	0.544117647	0.62295082	0.363636364	0.078330738	0	0.005030181
0.090909091	0.5	0.043478261	0.294117647	0.262295082	0.709090909	0.043501345	0	0.005030181
0.181818182	0.3	1	0.264705882	0.245901639	0.8	0.279254566	0	0.005030181
0.181818182	0.9	0.217391304	0.470588235	0.475409836	0.636363636	0	0	0.005030181
0.181818182	0.966666667	0.217391304	0.426470588	0.426229508	0.581818182	0.351249469	0	0.005030181
0.363636364	0.966666667	0.391304348	0.691176471	0.68852459	0.472727273	0.016600595	0	0.005030181
0.363636364	0.966666667	0.434782609	0.676470588	0.704918033	0.472727273	0.029254566	0	0.005030181
0.454545455	0.133333333	0.565217391	0.676470588	0.868852459	0.236363636	0.006318137	0	0.005030181
0.454545455	0.366666667	0.739130435	0.705882353	0.803278689	0.090909091	0.002371514	0	0.005030181
0.454545455	0.433333333	0.434782609	0.794117647	0.68852459	0.236363636	0.004743027	0	0.005030181
0.454545455	0.433333333	0.739130435	0.75	0.737704918	0.218181818	0.004743027	0	0.005030181
0.636363636	0.666666667	0.608695652	0.735294118	0.786885246	0.4	0.007910944	0	0.005030181
0.636363636	0.666666667	0.782608696	0.735294118	0.737704918	0.381818182	0.013450375	0	0.005030181
0.727272727	0.033333333	0.347826087	0.838235294	0.62295082	0.309090909	0.064083959	0.305555556	0.005030181
0.727272727	0.066666667	0.043478261	0.75	0.606557377	0.381818182	0.004743027	0	0.005030181
0.727272727	0.066666667	0.130434783	0.735294118	0.606557377	0.381818182	0.018972108	0	0.005030181
0.727272727	0.066666667	0.173913043	0.735294118	0.606557377	0.381818182	0.026086649	0	0.005030181
0.727272727	0.366666667	0.52173913	0.661764706	0.704918033	0.363636364	0.107585304	0	0.005030181
0.727272727	0.866666667	0.739130435	0.735294118	0.590163934	0.454545455	0.006318137	0	0.005030181
0.727272727	0.9	0.173913043	0.602941176	0.573770492	0.509090909	0.136078862	0	0.005030181
0.727272727	0.9	0.565217391	0.485294118	0.68852459	0.490909091	0.300633583	0	0.005030181
0.727272727	0.9	0.869565217	0.5	0.62295082	0.490909091	0.409032989	0	0.005030181
0.727272727	0.9	0.913043478	0.5	0.606557377	0.509090909	0.417740337	0	0.005030181
0.727272727	0.9	0.956521739	0.514705882	0.606557377	0.509090909	0.428022795	0	0.005030181
0.727272727	0.933333333	0.304347826	0.661764706	0.508196721	0.527272727	0.000778706	0	0.005030181
0.727272727	0.933333333	0.52173913	0.558823529	0.68852459	0.509090909	0.018972108	0	0.005030181
0.727272727	0.933333333	0.695652174	0.558823529	0.721311475	0.436363636	0.002371514	0	0.005030181
0.727272727	0.933333333	0.739130435	0.617647059	0.68852459	0.436363636	0.002371514	0	0.005030181
0.818181818	0.266666667	1	0.588235294	0.557377049	0.527272727	0.244442871	0	0.005030181
0.818181818	0.3	0.608695652	0.514705882	0.655737705	0.490909091	0.034829393	0	0.005030181
0.818181818	0.3	0.652173913	0.5	0.655737705	0.490909091	0.043536741	0	0.005030181
0.818181818	0.3	0.695652174	0.5	0.655737705	0.490909091	0.052244089	0	0.005030181
0.818181818	0.533333333	0.173913043	0.588235294	0.344262295	0.563636364	0.005504035	0	0.005030181
0.818181818	1	0.043478261	0.411764706	0.459016393	0.563636364	0.072773609	0	0.005030181
0.090909091	0.166666667	0.782608696	0.235294118	0.229508197	0.690909091	0.118646468	0	0.005030181
0.090909091	0.6	0.086956522	0.294117647	0.196721311	0.709090909	0.07988815	0	0.005030181
0.181818182	0	0.086956522	0.25	0.295081967	0.672727273	0.318012884	0	0.005030181
0.181818182	0.1	0.086956522	0.397058824	0.442622951	0.563636364	0.040333428	0	0.005030181
0.181818182	0.1	0.173913043	0.397058824	0.344262295	0.581818182	0.051412289	0	0.005030181
0.181818182	0.733333333	1	0.367647059	0.360655738	0.563636364	0.007910944	0	0.005030181
0.272727273	0.166666667	0.217391304	0.529411765	0.295081967	0.527272727	0.000778706	0	0.005030181
0.272727273	0.333333333	0.826086957	0.352941176	0.524590164	0.454545455	0.002371514	0	0.005030181
0.272727273	0.433333333	0.086956522	0.323529412	0.475409836	0.4	0.007910944	0	0.005030181
0.272727273	0.8	0.739130435	0.367647059	0.672131148	0.363636364	0.276847657	0	0.005030181
0.636363636	0.733333333	0.608695652	0.75	0.868852459	0.309090909	0.012653971	0	0.005030181
0.818181818	0.033333333	0.47826087	0.558823529	0.639344262	0.581818182	0.038758318	0	0.005030181
0.818181818	0.033333333	0.652173913	0.5	0.68852459	0.509090909	0.005539431	0	0.005030181
0.818181818	0.466666667	0.086956522	0.544117647	0.360655738	0.763636364	0.000778706	0	0.005030181
0.909090909	0.3	0.52173913	0.147058824	0.442622951	0.672727273	0.295855161	0	0.005030181
0.909090909	0.3	0.608695652	0.191176471	0.475409836	0.618181818	0.330649158	0	0.005030181
0.909090909	0.5	0.869565217	0.367647059	0.409836066	0.618181818	0.315641371	0	0.005030181
0.909090909	0.5	0.913043478	0.367647059	0.409836066	0.618181818	0.324348719	0	0.005030181
0.909090909	0.866666667	0.043478261	0.220588235	0.262295082	0.618181818	0.21200269	0	0.005030181
0.909090909	0.866666667	0.173913043	0.25	0.262295082	0.618181818	0.252353816	0	0.005030181
0.909090909	0.866666667	0.217391304	0.205882353	0.245901639	0.618181818	0.272140025	0	0.005030181
0.909090909	0.866666667	0.347826087	0.191176471	0.245901639	0.654545455	0.332259663	0	0.005030181
0.909090909	0.866666667	0.434782609	0.176470588	0.278688525	0.672727273	0.371017981	0	0.005030181
0.909090909	0.9	0.043478261	0.161764706	0.262295082	0.690909091	0.59569234	0	0.005030181
1	0.333333333	0.173913043	0.294117647	0.278688525	0.563636364	0.290333428	0	0.005030181
0.090909091	0.066666667	0.304347826	0.102941176	0.245901639	0.672727273	0.052208693	0	0.005030181
0.181818182	0.633333333	0.086956522	0.338235294	0.426229508	0.672727273	0.071977205	0	0.005030181
0.181818182	0.666666667	0.043478261	0.352941176	0.524590164	0.6	0.015025485	0	0.005030181
0.454545455	0.2	0.391304348	0.735294118	0.704918033	0.272727273	0.039554722	0	0.005030181
0.454545455	0.2	0.565217391	0.720588235	0.770491803	0.236363636	0.072791307	0	0.005030181
0.454545455	0.2	0.608695652	0.705882353	0.786885246	0.218181818	0.081498655	0	0.005030181
0.454545455	0.2	0.652173913	0.720588235	0.786885246	0.2	0.090206003	0	0.005030181
0.636363636	0.1	0.52173913	0.867647059	0.672131148	0.254545455	0.053005097	0.027777778	0.005030181
0.636363636	0.166666667	0.695652174	0.764705882	0.852459016	0.272727273	0.002371514	0	0.005030181
0.636363636	0.766666667	0.47826087	0.764705882	0.819672131	0.290909091	0.030847374	0	0.005030181
0.727272727	0.233333333	0.173913043	0.691176471	0.606557377	0.363636364	0.000778706	0	0.005030181
0.727272727	0.233333333	0.217391304	0.720588235	0.606557377	0.363636364	0.004743027	0	0.005030181
0.818181818	0.333333333	0.913043478	0.661764706	0.606557377	0.636363636	0.061694747	0	0.005030181
0.818181818	0.366666667	0.043478261	0.676470588	0.557377049	0.672727273	0.105992496	0.055555556	0.005030181
0.818181818	0.366666667	0.565217391	0.544117647	0.606557377	0.727272727	0.004743027	0	0.005030181
0.818181818	0.4	0.043478261	0.544117647	0.409836066	0.727272727	0.079127141	0	0.005030181
0.818181818	0.4	0.304347826	0.558823529	0.37704918	0.709090909	0.006318137	0	0.005030181
0.818181818	0.4	0.347826087	0.558823529	0.491803279	0.727272727	0.009486054	0	0.005030181
0.909090909	0.133333333	0.956521739	0.5	0.475409836	0.581818182	0.013450375	0	0.005030181
0.909090909	0.166666667	0.043478261	0.485294118	0.393442623	0.618181818	0.013432677	0	0.005030181
0.909090909	0.366666667	0.043478261	0.367647059	0.426229508	0.581818182	0.262689367	0	0.005030181
0.909090909	0.366666667	0.391304348	0.294117647	0.393442623	0.654545455	0.379778423	0	0.005030181
0.909090909	0.366666667	0.52173913	0.264705882	0.426229508	0.654545455	0.445437491	0	0.005030181
0.909090909	0.366666667	0.652173913	0.294117647	0.442622951	0.618181818	0.494478267	0	0.005030181
0.909090909	0.366666667	0.739130435	0.338235294	0.393442623	0.618181818	0.510300156	0	0.005030181
1	0.1	0.217391304	0.264705882	0.245901639	0.654545455	0.257114541	0	0.005030181
1	0.5	0.130434783	0.308823529	0.229508197	0.745454545	0.343356223	0	0.005030181
0.090909091	0.3	0.130434783	0.279411765	0.295081967	0.690909091	0.052208693	0	0.006036217
0.272727273	0.833333333	0.304347826	0.470588235	0.442622951	0.436363636	0.064862665	0	0.006036217
0.363636364	0.333333333	0.304347826	0.617647059	0.557377049	0.436363636	0.329091746	0	0.006036217
0.727272727	0.533333333	0.956521739	0.779411765	0.540983607	0.436363636	0.003946623	0.722222222	0.006036217
0.727272727	0.566666667	0.652173913	0.779411765	0.606557377	0.418181818	0.002371514	0	0.006036217
0.818181818	0.033333333	0.826086957	0.705882353	0.590163934	0.418181818	0.183544528	0	0.006036217
0.818181818	0.066666667	0.695652174	0.588235294	0.68852459	0.436363636	0.420076455	0	0.006036217
0.818181818	0.066666667	0.782608696	0.617647059	0.655737705	0.454545455	0.448570013	0	0.006036217
0.818181818	0.333333333	0.086956522	0.75	0.524590164	0.4	0.048244372	0.194444444	0.006036217
0.818181818	0.333333333	0.217391304	0.691176471	0.540983607	0.418181818	0.07988815	0	0.006036217
0.818181818	0.8	0.173913043	0.455882353	0.409836066	0.727272727	0.071994903	0	0.006036217
0.818181818	0.8	0.695652174	0.441176471	0.508196721	0.672727273	0.239717542	0	0.006036217
0.818181818	0.833333333	0.173913043	0.411764706	0.327868852	0.909090909	0.025325641	0	0.006036217
0.818181818	0.833333333	0.347826087	0.455882353	0.327868852	0.927272727	0.002371514	0	0.006036217
0.909090909	0.233333333	0.565217391	0.426470588	0.491803279	0.618181818	0.054580207	0	0.006036217
0.909090909	0.233333333	0.608695652	0.397058824	0.491803279	0.618181818	0.068826986	0	0.006036217
0.909090909	0.333333333	0.956521739	0.5	0.295081967	0.454545455	0.227753787	0	0.006036217
1	0.4	0.173913043	0.308823529	0.245901639	0.672727273	0.075941526	0	0.006036217
0	0.166666667	0.304347826	0.279411765	0.163934426	0.872727273	0.568012884	0	0.006036217
0	0.933333333	0.043478261	0.235294118	0.180327869	0.836363636	0.17168696	0	0.006036217
0.090909091	0.433333333	0.043478261	0.323529412	0.147540984	0.763636364	0.033218887	0	0.006036217
